1, private, profundis:amethyst_caves, MONSTER, minecraft:spider, 80, 4, 4
1566, beach, minecraft:snowy_beach, CREATURE, mythicmobs:kobold, 10, 3, 6
1567, beach, minecraft:snowy_beach, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1568, beach, minecraft:snowy_beach, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1569, beach, minecraft:snowy_beach, AMBIENT, minecraft:bat, 10, 8, 8
1570, beach, minecraft:snowy_beach, AMBIENT, mythicmounts:firebird, 5, 1, 1
1571, beach, minecraft:snowy_beach, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1572, beach, minecraft:snowy_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1573, icy, wilderwild:snowy_old_growth_pine_taiga, MONSTER, minecraft:spider, 80, 4, 4
1574, icy, wilderwild:snowy_old_growth_pine_taiga, MONSTER, minecraft:zombie, 80, 4, 4
1575, icy, wilderwild:snowy_old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
1576, icy, wilderwild:snowy_old_growth_pine_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
1577, icy, wilderwild:snowy_old_growth_pine_taiga, MONSTER, minecraft:creeper, 80, 4, 4
1578, icy, wilderwild:snowy_old_growth_pine_taiga, MONSTER, minecraft:slime, 80, 4, 4
1579, icy, wilderwild:snowy_old_growth_pine_taiga, MONSTER, minecraft:enderman, 10, 1, 4
1580, icy, wilderwild:snowy_old_growth_pine_taiga, MONSTER, minecraft:witch, 5, 1, 1
1581, icy, wilderwild:snowy_old_growth_pine_taiga, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1582, icy, wilderwild:snowy_old_growth_pine_taiga, MONSTER, mythicmounts:dragon, 80, 1, 1
1583, icy, wilderwild:snowy_old_growth_pine_taiga, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1584, icy, wilderwild:snowy_old_growth_pine_taiga, CREATURE, minecraft:sheep, 12, 4, 4
1585, icy, wilderwild:snowy_old_growth_pine_taiga, CREATURE, minecraft:pig, 10, 4, 4
1586, icy, wilderwild:snowy_old_growth_pine_taiga, CREATURE, minecraft:chicken, 10, 4, 4
1587, icy, wilderwild:snowy_old_growth_pine_taiga, CREATURE, minecraft:cow, 8, 4, 4
1588, icy, wilderwild:snowy_old_growth_pine_taiga, CREATURE, minecraft:wolf, 8, 4, 4
1589, icy, wilderwild:snowy_old_growth_pine_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
1590, icy, wilderwild:snowy_old_growth_pine_taiga, CREATURE, minecraft:fox, 8, 2, 4
1591, icy, wilderwild:snowy_old_growth_pine_taiga, CREATURE, mythicmobs:drake, 5, 1, 4
1592, icy, wilderwild:snowy_old_growth_pine_taiga, CREATURE, mythicmobs:kobold, 10, 3, 6
1593, icy, wilderwild:snowy_old_growth_pine_taiga, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1594, icy, wilderwild:snowy_old_growth_pine_taiga, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1595, icy, wilderwild:snowy_old_growth_pine_taiga, AMBIENT, minecraft:bat, 10, 8, 8
1596, icy, wilderwild:snowy_old_growth_pine_taiga, AMBIENT, mythicmounts:firebird, 5, 1, 1
1597, icy, wilderwild:snowy_old_growth_pine_taiga, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1598, icy, wilderwild:snowy_old_growth_pine_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1599, icy, minecraft:snowy_plains, MONSTER, minecraft:spider, 80, 4, 4
1600, icy, minecraft:snowy_plains, MONSTER, minecraft:zombie, 80, 4, 4
1601, icy, minecraft:snowy_plains, MONSTER, minecraft:zombie_villager, 5, 1, 1
1602, icy, minecraft:snowy_plains, MONSTER, minecraft:skeleton, 20, 4, 4
1603, icy, minecraft:snowy_plains, MONSTER, minecraft:creeper, 80, 4, 4
1604, icy, minecraft:snowy_plains, MONSTER, minecraft:slime, 80, 4, 4
1605, icy, minecraft:snowy_plains, MONSTER, minecraft:enderman, 10, 1, 4
1606, icy, minecraft:snowy_plains, MONSTER, minecraft:witch, 5, 1, 1
1607, icy, minecraft:snowy_plains, MONSTER, minecraft:stray, 80, 4, 4
1608, icy, minecraft:snowy_plains, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1609, icy, minecraft:snowy_plains, MONSTER, mythicmounts:dragon, 80, 1, 1
1610, icy, minecraft:snowy_plains, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1611, icy, minecraft:snowy_plains, CREATURE, minecraft:rabbit, 10, 2, 3
1612, icy, minecraft:snowy_plains, CREATURE, minecraft:polar_bear, 5, 1, 2
1613, icy, minecraft:snowy_plains, CREATURE, mythicmobs:drake, 5, 1, 4
1614, icy, minecraft:snowy_plains, CREATURE, mythicmobs:kobold, 10, 3, 6
1615, icy, minecraft:snowy_plains, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1616, icy, minecraft:snowy_plains, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1617, icy, minecraft:snowy_plains, AMBIENT, minecraft:bat, 10, 8, 8
1618, icy, minecraft:snowy_plains, AMBIENT, mythicmounts:firebird, 5, 1, 1
1619, icy, minecraft:snowy_plains, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1620, icy, minecraft:snowy_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1621, icy, minecraft:snowy_slopes, MONSTER, minecraft:spider, 80, 4, 4
1622, icy, minecraft:snowy_slopes, MONSTER, minecraft:zombie, 80, 4, 4
1623, icy, minecraft:snowy_slopes, MONSTER, minecraft:zombie_villager, 5, 1, 1
1624, icy, minecraft:snowy_slopes, MONSTER, minecraft:skeleton, 80, 4, 4
1625, icy, minecraft:snowy_slopes, MONSTER, minecraft:creeper, 80, 4, 4
1626, icy, minecraft:snowy_slopes, MONSTER, minecraft:slime, 80, 4, 4
1627, icy, minecraft:snowy_slopes, MONSTER, minecraft:enderman, 10, 1, 4
1628, icy, minecraft:snowy_slopes, MONSTER, minecraft:witch, 5, 1, 1
1629, icy, minecraft:snowy_slopes, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1630, icy, minecraft:snowy_slopes, MONSTER, mythicmounts:dragon, 80, 1, 1
1631, icy, minecraft:snowy_slopes, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1632, icy, minecraft:snowy_slopes, CREATURE, minecraft:rabbit, 5, 2, 3
1633, icy, minecraft:snowy_slopes, CREATURE, minecraft:goat, 5, 1, 3
1634, icy, minecraft:snowy_slopes, CREATURE, mythicmobs:drake, 5, 1, 4
1635, icy, minecraft:snowy_slopes, CREATURE, mythicmounts:griffon, 10, 1, 1
1636, icy, minecraft:snowy_slopes, CREATURE, mythicmobs:kobold, 10, 3, 6
1637, icy, minecraft:snowy_slopes, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1638, icy, minecraft:snowy_slopes, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1639, icy, minecraft:snowy_slopes, AMBIENT, minecraft:bat, 10, 8, 8
1640, icy, minecraft:snowy_slopes, AMBIENT, mythicmounts:firebird, 5, 1, 1
1641, icy, minecraft:snowy_slopes, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1642, icy, minecraft:snowy_slopes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1643, icy, minecraft:snowy_taiga, MONSTER, minecraft:spider, 80, 4, 4
1644, icy, minecraft:snowy_taiga, MONSTER, minecraft:zombie, 80, 4, 4
1645, icy, minecraft:snowy_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
1646, icy, minecraft:snowy_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
1647, icy, minecraft:snowy_taiga, MONSTER, minecraft:creeper, 80, 4, 4
1648, icy, minecraft:snowy_taiga, MONSTER, minecraft:slime, 80, 4, 4
1649, icy, minecraft:snowy_taiga, MONSTER, minecraft:enderman, 10, 1, 4
1650, icy, minecraft:snowy_taiga, MONSTER, minecraft:witch, 5, 1, 1
1651, icy, minecraft:snowy_taiga, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1652, icy, minecraft:snowy_taiga, MONSTER, mythicmounts:dragon, 80, 1, 1
1653, icy, minecraft:snowy_taiga, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1654, icy, minecraft:snowy_taiga, CREATURE, minecraft:sheep, 12, 4, 4
1655, icy, minecraft:snowy_taiga, CREATURE, minecraft:pig, 10, 4, 4
1656, icy, minecraft:snowy_taiga, CREATURE, minecraft:chicken, 10, 4, 4
1657, icy, minecraft:snowy_taiga, CREATURE, minecraft:cow, 8, 4, 4
1658, icy, minecraft:snowy_taiga, CREATURE, minecraft:wolf, 8, 4, 4
1659, icy, minecraft:snowy_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
1660, icy, minecraft:snowy_taiga, CREATURE, minecraft:fox, 8, 2, 4
1661, icy, minecraft:snowy_taiga, CREATURE, mythicmounts:acencia, 10, 1, 3
1662, icy, minecraft:snowy_taiga, CREATURE, mythicmobs:drake, 5, 1, 4
1663, icy, minecraft:snowy_taiga, CREATURE, mythicmobs:kobold, 10, 3, 6
1664, icy, minecraft:snowy_taiga, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1665, icy, minecraft:snowy_taiga, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1666, icy, minecraft:snowy_taiga, AMBIENT, minecraft:bat, 10, 8, 8
1667, icy, minecraft:snowy_taiga, AMBIENT, mythicmounts:firebird, 5, 1, 1
1668, icy, minecraft:snowy_taiga, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1669, icy, minecraft:snowy_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1670, nether, minecraft:soul_sand_valley, MONSTER, minecraft:skeleton, 20, 5, 5
1671, nether, minecraft:soul_sand_valley, MONSTER, minecraft:ghast, 50, 4, 4
1672, nether, minecraft:soul_sand_valley, MONSTER, minecraft:enderman, 5, 4, 4
1673, nether, minecraft:soul_sand_valley, MONSTER, mythicmounts:nightmare, 80, 2, 3
1674, nether, minecraft:soul_sand_valley, MONSTER, minecraft:zombified_piglin, 5, 1, 4
1675, nether, minecraft:soul_sand_valley, CREATURE, minecraft:strider, 60, 1, 2
1676, forest, wilderwild:sparse_birch_jungle, MONSTER, minecraft:spider, 80, 4, 4
1677, forest, wilderwild:sparse_birch_jungle, MONSTER, minecraft:zombie, 80, 4, 4
1678, forest, wilderwild:sparse_birch_jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
1679, forest, wilderwild:sparse_birch_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
1680, forest, wilderwild:sparse_birch_jungle, MONSTER, minecraft:creeper, 80, 4, 4
1681, forest, wilderwild:sparse_birch_jungle, MONSTER, minecraft:slime, 80, 4, 4
1682, forest, wilderwild:sparse_birch_jungle, MONSTER, minecraft:enderman, 10, 1, 4
1683, forest, wilderwild:sparse_birch_jungle, MONSTER, minecraft:witch, 5, 1, 1
1684, forest, wilderwild:sparse_birch_jungle, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1685, forest, wilderwild:sparse_birch_jungle, MONSTER, mythicmounts:dragon, 80, 1, 1
1686, forest, wilderwild:sparse_birch_jungle, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1687, forest, wilderwild:sparse_birch_jungle, CREATURE, minecraft:sheep, 12, 4, 4
1688, forest, wilderwild:sparse_birch_jungle, CREATURE, minecraft:pig, 10, 4, 4
1689, forest, wilderwild:sparse_birch_jungle, CREATURE, minecraft:chicken, 10, 4, 4
1690, forest, wilderwild:sparse_birch_jungle, CREATURE, minecraft:cow, 8, 4, 4
1691, forest, wilderwild:sparse_birch_jungle, CREATURE, minecraft:chicken, 10, 4, 4
1692, forest, wilderwild:sparse_birch_jungle, CREATURE, mythicmobs:drake, 5, 1, 4
1693, forest, wilderwild:sparse_birch_jungle, CREATURE, mythicmobs:kobold, 10, 3, 6
1694, forest, wilderwild:sparse_birch_jungle, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1695, forest, wilderwild:sparse_birch_jungle, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1696, forest, wilderwild:sparse_birch_jungle, AMBIENT, minecraft:bat, 10, 8, 8
1697, forest, wilderwild:sparse_birch_jungle, AMBIENT, mythicmounts:firebird, 5, 1, 1
1698, forest, wilderwild:sparse_birch_jungle, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1699, forest, wilderwild:sparse_birch_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1700, forest, wilderwild:sparse_birch_jungle, WILDERWILDFIREFLIES, wilderwild:firefly, 5, 1, 2
1701, jungle, minecraft:sparse_jungle, MONSTER, minecraft:spider, 80, 4, 4
1702, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie, 80, 4, 4
1703, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
1704, jungle, minecraft:sparse_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
1705, jungle, minecraft:sparse_jungle, MONSTER, minecraft:creeper, 80, 4, 4
1706, jungle, minecraft:sparse_jungle, MONSTER, minecraft:slime, 80, 4, 4
1707, jungle, minecraft:sparse_jungle, MONSTER, minecraft:enderman, 10, 1, 4
1708, jungle, minecraft:sparse_jungle, MONSTER, minecraft:witch, 5, 1, 1
1709, jungle, minecraft:sparse_jungle, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1710, jungle, minecraft:sparse_jungle, MONSTER, mythicmounts:dragon, 80, 1, 1
1711, jungle, minecraft:sparse_jungle, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1712, jungle, minecraft:sparse_jungle, CREATURE, minecraft:sheep, 12, 4, 4
1713, jungle, minecraft:sparse_jungle, CREATURE, minecraft:pig, 10, 4, 4
1714, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
1715, jungle, minecraft:sparse_jungle, CREATURE, minecraft:cow, 8, 4, 4
1716, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
1717, jungle, minecraft:sparse_jungle, CREATURE, mythicmounts:courierbird, 12, 2, 4
1718, jungle, minecraft:sparse_jungle, CREATURE, mythicmobs:drake, 5, 1, 4
1719, jungle, minecraft:sparse_jungle, CREATURE, mythicmobs:kobold, 10, 3, 6
1720, jungle, minecraft:sparse_jungle, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1721, jungle, minecraft:sparse_jungle, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1722, jungle, minecraft:sparse_jungle, AMBIENT, minecraft:bat, 10, 8, 8
1723, jungle, minecraft:sparse_jungle, AMBIENT, mythicmounts:firebird, 5, 1, 1
1724, jungle, minecraft:sparse_jungle, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1725, jungle, minecraft:sparse_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1726, jungle, minecraft:sparse_jungle, WATER_CREATURE, varietyaquatic:betta, 50, 3, 5
1727, jungle, minecraft:sparse_jungle, WATER_CREATURE, varietyaquatic:piranha, 50, 3, 5
1728, jungle, minecraft:sparse_jungle, WATER_CREATURE, varietyaquatic:tetra, 50, 3, 5
1729, jungle, minecraft:sparse_jungle, WILDERWILDFIREFLIES, wilderwild:firefly, 5, 1, 2
1730, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:spider, 80, 4, 4
1731, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie, 80, 4, 4
1732, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
1733, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
1734, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:creeper, 80, 4, 4
1735, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:slime, 80, 4, 4
1736, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:enderman, 10, 1, 4
1737, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:witch, 5, 1, 1
1738, extreme_hills, minecraft:stony_peaks, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1739, extreme_hills, minecraft:stony_peaks, MONSTER, mythicmounts:dragon, 80, 1, 1
1740, extreme_hills, minecraft:stony_peaks, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1741, extreme_hills, minecraft:stony_peaks, CREATURE, mythicmobs:drake, 5, 1, 4
1742, extreme_hills, minecraft:stony_peaks, CREATURE, mythicmobs:kobold, 10, 3, 6
1743, extreme_hills, minecraft:stony_peaks, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1744, extreme_hills, minecraft:stony_peaks, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1745, extreme_hills, minecraft:stony_peaks, AMBIENT, minecraft:bat, 10, 8, 8
1746, extreme_hills, minecraft:stony_peaks, AMBIENT, mythicmounts:firebird, 5, 1, 1
1747, extreme_hills, minecraft:stony_peaks, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1748, extreme_hills, minecraft:stony_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1749, private, minecraft:stony_shore, MONSTER, minecraft:spider, 80, 4, 4
1750, private, minecraft:stony_shore, MONSTER, minecraft:zombie, 80, 4, 4
1751, private, minecraft:stony_shore, MONSTER, minecraft:zombie_villager, 5, 1, 1
1752, private, minecraft:stony_shore, MONSTER, minecraft:skeleton, 80, 4, 4
1753, private, minecraft:stony_shore, MONSTER, minecraft:creeper, 80, 4, 4
1754, private, minecraft:stony_shore, MONSTER, minecraft:slime, 80, 4, 4
1755, private, minecraft:stony_shore, MONSTER, minecraft:enderman, 10, 1, 4
1756, private, minecraft:stony_shore, MONSTER, minecraft:witch, 5, 1, 1
1757, private, minecraft:stony_shore, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1758, private, minecraft:stony_shore, MONSTER, mythicmounts:dragon, 80, 1, 1
1759, private, minecraft:stony_shore, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1760, private, minecraft:stony_shore, CREATURE, mythicmobs:drake, 5, 1, 4
1761, private, minecraft:stony_shore, CREATURE, mythicmobs:kobold, 10, 3, 6
1762, private, minecraft:stony_shore, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1763, private, minecraft:stony_shore, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1764, private, minecraft:stony_shore, AMBIENT, minecraft:bat, 10, 8, 8
1765, private, minecraft:stony_shore, AMBIENT, mythicmounts:firebird, 5, 1, 1
1766, private, minecraft:stony_shore, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1767, private, minecraft:stony_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1768, private, minecraft:sunflower_plains, MONSTER, minecraft:spider, 80, 4, 4
1769, private, minecraft:sunflower_plains, MONSTER, minecraft:zombie, 80, 4, 4
1770, private, minecraft:sunflower_plains, MONSTER, minecraft:zombie_villager, 5, 1, 1
1771, private, minecraft:sunflower_plains, MONSTER, minecraft:skeleton, 80, 4, 4
1772, private, minecraft:sunflower_plains, MONSTER, minecraft:creeper, 80, 4, 4
1773, private, minecraft:sunflower_plains, MONSTER, minecraft:slime, 80, 4, 4
1774, private, minecraft:sunflower_plains, MONSTER, minecraft:enderman, 10, 1, 4
1775, private, minecraft:sunflower_plains, MONSTER, minecraft:witch, 5, 1, 1
1776, private, minecraft:sunflower_plains, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1777, private, minecraft:sunflower_plains, MONSTER, mythicmounts:dragon, 80, 1, 1
1778, private, minecraft:sunflower_plains, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1779, private, minecraft:sunflower_plains, CREATURE, minecraft:sheep, 12, 4, 4
1780, private, minecraft:sunflower_plains, CREATURE, minecraft:pig, 10, 4, 4
1781, private, minecraft:sunflower_plains, CREATURE, minecraft:chicken, 10, 4, 4
1782, private, minecraft:sunflower_plains, CREATURE, minecraft:cow, 8, 4, 4
1783, private, minecraft:sunflower_plains, CREATURE, minecraft:horse, 5, 2, 6
1784, private, minecraft:sunflower_plains, CREATURE, minecraft:donkey, 5, 1, 3
1785, private, minecraft:sunflower_plains, CREATURE, mythicmobs:drake, 5, 1, 4
1786, private, minecraft:sunflower_plains, CREATURE, mythicmobs:kobold, 10, 3, 6
1787, private, minecraft:sunflower_plains, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1788, private, minecraft:sunflower_plains, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1789, private, minecraft:sunflower_plains, AMBIENT, minecraft:bat, 10, 8, 8
1790, private, minecraft:sunflower_plains, AMBIENT, mythicmounts:firebird, 5, 1, 1
1791, private, minecraft:sunflower_plains, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1792, private, minecraft:sunflower_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1793, swamp, minecraft:swamp, MONSTER, minecraft:spider, 80, 4, 4
1794, swamp, minecraft:swamp, MONSTER, minecraft:zombie, 80, 4, 4
1795, swamp, minecraft:swamp, MONSTER, minecraft:zombie_villager, 5, 1, 1
1796, swamp, minecraft:swamp, MONSTER, minecraft:skeleton, 80, 4, 4
1797, swamp, minecraft:swamp, MONSTER, minecraft:creeper, 80, 4, 4
1798, swamp, minecraft:swamp, MONSTER, minecraft:slime, 80, 4, 4
1799, swamp, minecraft:swamp, MONSTER, minecraft:enderman, 10, 1, 4
1800, swamp, minecraft:swamp, MONSTER, minecraft:witch, 5, 1, 1
1801, swamp, minecraft:swamp, MONSTER, minecraft:slime, 5, 1, 1
1802, swamp, minecraft:swamp, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1803, swamp, minecraft:swamp, MONSTER, mythicmounts:dragon, 80, 1, 1
1804, swamp, minecraft:swamp, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1805, swamp, minecraft:swamp, CREATURE, minecraft:sheep, 12, 4, 4
1806, swamp, minecraft:swamp, CREATURE, minecraft:pig, 10, 4, 4
1807, swamp, minecraft:swamp, CREATURE, minecraft:chicken, 10, 4, 4
1808, swamp, minecraft:swamp, CREATURE, minecraft:cow, 8, 4, 4
1809, swamp, minecraft:swamp, CREATURE, minecraft:frog, 10, 2, 5
1810, swamp, minecraft:swamp, CREATURE, mythicmobs:drake, 5, 1, 4
1811, swamp, minecraft:swamp, CREATURE, mythicmobs:kobold, 10, 3, 6
1812, swamp, minecraft:swamp, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1813, swamp, minecraft:swamp, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1814, swamp, minecraft:swamp, CREATURE, uselessreptile:wyvern, 5, 1, 1
1815, swamp, minecraft:swamp, AMBIENT, minecraft:bat, 10, 8, 8
1816, swamp, minecraft:swamp, AMBIENT, mythicmounts:firebird, 5, 1, 1
1817, swamp, minecraft:swamp, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1818, swamp, minecraft:swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1819, swamp, minecraft:swamp, WATER_CREATURE, varietyaquatic:piranha, 50, 3, 5
1820, swamp, minecraft:swamp, WILDERWILDFIREFLIES, wilderwild:firefly, 5, 1, 2
1821, taiga, minecraft:taiga, MONSTER, minecraft:spider, 80, 4, 4
1822, taiga, minecraft:taiga, MONSTER, minecraft:zombie, 80, 4, 4
1823, taiga, minecraft:taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
1824, taiga, minecraft:taiga, MONSTER, minecraft:skeleton, 80, 4, 4
1825, taiga, minecraft:taiga, MONSTER, minecraft:creeper, 80, 4, 4
1826, taiga, minecraft:taiga, MONSTER, minecraft:slime, 80, 4, 4
1827, taiga, minecraft:taiga, MONSTER, minecraft:enderman, 10, 1, 4
1828, taiga, minecraft:taiga, MONSTER, minecraft:witch, 5, 1, 1
1829, taiga, minecraft:taiga, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1830, taiga, minecraft:taiga, MONSTER, mythicmounts:dragon, 80, 1, 1
1831, taiga, minecraft:taiga, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1832, taiga, minecraft:taiga, CREATURE, minecraft:sheep, 12, 4, 4
1833, taiga, minecraft:taiga, CREATURE, minecraft:pig, 10, 4, 4
1834, taiga, minecraft:taiga, CREATURE, minecraft:chicken, 10, 4, 4
1835, taiga, minecraft:taiga, CREATURE, minecraft:cow, 8, 4, 4
1836, taiga, minecraft:taiga, CREATURE, minecraft:wolf, 8, 4, 4
1837, taiga, minecraft:taiga, CREATURE, minecraft:rabbit, 5, 2, 3
1838, taiga, minecraft:taiga, CREATURE, minecraft:fox, 8, 2, 4
1839, taiga, minecraft:taiga, CREATURE, mythicmobs:drake, 5, 1, 4
1840, taiga, minecraft:taiga, CREATURE, mythicmobs:kobold, 10, 3, 6
1841, taiga, minecraft:taiga, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1842, taiga, minecraft:taiga, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1843, taiga, minecraft:taiga, AMBIENT, minecraft:bat, 10, 8, 8
1844, taiga, minecraft:taiga, AMBIENT, mythicmounts:firebird, 5, 1, 1
1845, taiga, minecraft:taiga, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1846, taiga, minecraft:taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1847, forest, wilderwild:temperate_rainforest, MONSTER, minecraft:spider, 80, 4, 4
1848, forest, wilderwild:temperate_rainforest, MONSTER, minecraft:zombie, 80, 4, 4
1849, forest, wilderwild:temperate_rainforest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1850, forest, wilderwild:temperate_rainforest, MONSTER, minecraft:skeleton, 80, 4, 4
1851, forest, wilderwild:temperate_rainforest, MONSTER, minecraft:creeper, 80, 4, 4
1852, forest, wilderwild:temperate_rainforest, MONSTER, minecraft:slime, 80, 4, 4
1853, forest, wilderwild:temperate_rainforest, MONSTER, minecraft:enderman, 10, 1, 4
1854, forest, wilderwild:temperate_rainforest, MONSTER, minecraft:witch, 5, 1, 1
1855, forest, wilderwild:temperate_rainforest, MONSTER, minecraft:spider, 80, 4, 4
1856, forest, wilderwild:temperate_rainforest, MONSTER, minecraft:zombie, 80, 4, 4
1857, forest, wilderwild:temperate_rainforest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1858, forest, wilderwild:temperate_rainforest, MONSTER, minecraft:skeleton, 80, 4, 4
1859, forest, wilderwild:temperate_rainforest, MONSTER, minecraft:creeper, 80, 4, 4
1860, forest, wilderwild:temperate_rainforest, MONSTER, minecraft:slime, 80, 4, 4
1861, forest, wilderwild:temperate_rainforest, MONSTER, minecraft:enderman, 10, 1, 4
1862, forest, wilderwild:temperate_rainforest, MONSTER, minecraft:witch, 5, 1, 1
1863, forest, wilderwild:temperate_rainforest, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1864, forest, wilderwild:temperate_rainforest, MONSTER, mythicmounts:dragon, 80, 1, 1
1865, forest, wilderwild:temperate_rainforest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1866, forest, wilderwild:temperate_rainforest, CREATURE, minecraft:sheep, 12, 4, 4
1867, forest, wilderwild:temperate_rainforest, CREATURE, minecraft:pig, 10, 4, 4
1868, forest, wilderwild:temperate_rainforest, CREATURE, minecraft:chicken, 10, 4, 4
1869, forest, wilderwild:temperate_rainforest, CREATURE, minecraft:cow, 8, 4, 4
